"Code","Panel","LAT_DD83","LON_DD83","Year","HGM_Class","site_type","meanC","Bryophyte_Cover","Invasive_Cover","Cover_Tolerant","vmmi","vmmi_rating"
"4361",NA,42.67268652,-71.07183995,2011,"Depression","PROB",4.46666666666667,12.4,0.22,91.36,46.6321249784726,"Fair"
"4362",NA,42.42337382,-70.92910413,2011,"Depression","PROB",2.84210526315789,0,114.86,144.1,0.415126250555316,"Poor"
"4363",NA,41.94503744,-70.96320907,2011,"Depression","PROB",4.21739130434783,1.22,0.28,76.36,44.7504840035361,"Fair"
"4365",NA,42.65538157,-71.08372933,2011,"Depression","PROB",4.21428571428571,0,2.6,3.14,55.9894840178021,"Fair"
"2015358",NA,42.35114,-73.17501,2021,"Riverine","PROB",4.73333333333333,92,0.02,46.84,76.0885373165189,"Good"
"210663",NA,42.35110675,-73.17541701,2016,"Riverine","PROB",4.65957446808511,94,0,36.76,77.8439700201215,"Good"
"201900",NA,41.98649712,-71.30065483,2016,"Riverine","PROB",3.76470588235294,30,21,184.2,29.958633147617,"Poor"
"2015724",NA,42.50641451,-71.62810605,2021,"Depression","PROB",4.30666666666667,3.6,9.04,88.08,41.0565696452383,"Poor"
"2015380",NA,42.20616617,-70.87554462,2021,"Riverine","PROB",4,0.84,0.02,210.7,30.8972631119726,"Poor"
"2015263",NA,41.9662053,-70.94678002,2021,"Flats","PROB",3.79661016949153,10.8,9.66,102.4,37.1100541675583,"Poor"
"2016245",NA,42.79958876,-70.91798733,2021,"Depression","PROB",3.7,18.4,7.42,134.74,33.7334081712024,"Poor"
"2015399",NA,42.21390116,-70.76638097,2021,"Depression","PROB",3.40322580645161,0.24,21.5,142.06,21.4162828365878,"Poor"
"3484",NA,45.97830697,-70.14913136,2011,"Flats","PROB",6,49,0,1.1,80.7156698090564,"Good"
"206930",NA,45.97830697,-70.14913136,2016,"Lacustrine","PROB",6.38461538461539,98.6,0,2.42,95.4905463999159,"Good"
"5503",NA,45.96976598,-68.23679906,2011,"Flats","PROB",4.53424657534247,52,0,72.9,60.3013444268984,"Fair"
"207132",NA,45.96976598,-68.23679906,2016,"Flats","PROB",4.5,83,0,143.44,56.091928913503,"Fair"
"3532",NA,44.69158468,-69.29320804,2011,"Flats","PROB",4.16666666666667,0,0,102.08,39.8863698943602,"Poor"
"3873",NA,45.92052579,-69.53039821,2011,"Flats","PROB",5.29411764705882,82,0,44.12,77.4868458159103,"Good"
"3869",NA,45.48409746,-69.20219337,2011,"Riverine","PROB",4,4.22,1.24,48.7,48.5083596919972,"Fair"
"206535",NA,45.48409746,-69.20219337,2016,"Riverine","PROB",4.1,0.86,3.82,67.58,44.2465120239675,"Fair"
"3874",NA,44.71538398,-69.31762345,2011,"Flats","PROB",4.38181818181818,78,0.22,96.98,61.8399087037588,"Good"
"5504",NA,46.9444575,-68.08143818,2011,"Flats","PROB",4.05633802816901,18.4,0.02,81.04,47.4177712246952,"Fair"
"3883",NA,44.96018641,-68.14359722,2011,"Flats","PROB",3.875,16,0,32.52,53.8611351042246,"Fair"
"5506",NA,45.66447735,-67.86926854,2011,"Depression","PROB",3.92,0.08,0.02,56.16,46.1043388304768,"Fair"
"206651",NA,45.66447735,-67.86926854,2016,"Riverine","PROB",3.65079365079365,0,0.02,70.3,42.0338511175425,"Fair"
"5507",NA,43.48743399,-70.42695642,2011,"Flats","PROB",4.45454545454545,1.82,0,102.84,42.0057558474517,"Fair"
"3486",NA,46.17506001,-69.86529855,2011,"Depression","PROB",4.11494252873563,25,0,52.06,54.3463155728823,"Fair"
"3910",NA,44.91606,-69.89773,2011,"Depression","REF",5.82608695652174,99.6,0,4,91.8586863669202,"Good"
"3911",NA,44.34642,-69.41836,2011,"Depression","REF",4.30769230769231,33,0,86.62,51.7551728739088,"Fair"
"3790",NA,45.22888,-67.67751,2011,"Riverine","REF",5.04878048780488,72.6,0,3.64,80.3929900963225,"Good"
"4406",NA,45.03692,-67.20238,2011,"Lacustrine","REF",4.94871794871795,56,0,14.98,73.6420235376716,"Good"
"3912",NA,43.80714,-70.63938,2011,"Riverine","REF",4.92682926829268,3.8,0,126.4,41.4692629707861,"Poor"
"3791",NA,44.8975,-68.74052,2011,"Depression","REF",5.32142857142857,96,0,20.76,85.1499791610965,"Good"
"207492",NA,46.3778,-69.2268,2016,"Other","REF",6.73333333333333,93,0,0,96.4496659102238,"Good"
"2015922",NA,46.72587059,-68.37268347,2021,"Riverine","PROB",4.52173913043478,34.2,0,29.02,63.0875397890713,"Good"
"2015882",NA,45.18759186,-67.45381842,2021,"Flats","PROB",4.46153846153846,62,0,132.88,52.292187789665,"Fair"
"2015906",NA,45.92972227,-68.38987874,2021,"Flats","PROB",4.73684210526316,61,0,77.38,63.0912386253347,"Good"
"2016110",NA,44.99297516,-70.80946853,2021,"Flats","PROB",5.07142857142857,59,0,62.66,67.1358187519883,"Good"
"2016177",NA,43.55757718,-70.38276559,2021,"Riverine","PROB",3.38888888888889,0,67.6,81.22,16.3627017707585,"Poor"
"202390",NA,41.79047249,-85.69157579,2016,"Riverine","PROB",4.12987012987013,0.68,4.64,52.1,46.7234037597308,"Fair"
"4410",NA,41.79047249,-85.69157579,2011,"Depression","PROB",4.23214285714286,5.4,6.22,62.86,46.226264505315,"Fair"
"4014",NA,45.9069735,-86.56505255,2011,"Riverine","PROB",4.46511627906977,50,6.4,52.36,60.720158234328,"Fair"
"201250",NA,42.96801332,-85.59834787,2016,"Lacustrine","PROB",2.34285714285714,0.02,86.82,102.78,7.3788539701588,"Poor"
"4015",NA,42.96801332,-85.59834787,2011,"Lacustrine","PROB",3.46153846153846,0.4,77.42,103.56,10.1998237647723,"Poor"
"201930",NA,44.51120705,-84.91907776,2016,"Lacustrine","PROB",5.96153846153846,58,0,130.62,60.9544190382281,"Good"
"4018",NA,44.51120705,-84.91907776,2011,"Lacustrine","PROB",5.77777777777778,0.46,0,6.44,66.0974395716258,"Good"
"5510",NA,46.04641945,-84.34377855,2011,"Other","PROB",3.20689655172414,0,0.32,148.06,26.0880308792688,"Poor"
"5490",NA,45.18187596,-84.06174178,2011,"Lacustrine","PROB",5.8,9.2,0,20.6,66.0728681331736,"Good"
"4019",NA,42.30241506,-85.80076576,2011,"Depression","PROB",4.35849056603774,0.4,0,103.3,40.9717639786209,"Poor"
"5511",NA,42.58796595,-83.7792863,2011,"Depression","PROB",3.46875,0,73.02,151.26,3.40068466799545,"Poor"
"5512",NA,46.07282407,-87.66325735,2011,"Depression","PROB",4.35294117647059,6.7,0.06,50.74,51.371111741282,"Fair"
"4020",NA,46.42732457,-88.58720121,2011,"Depression","PROB",5.23076923076923,93,0.02,46.28,79.5207942890469,"Good"
"4021",NA,43.70000868,-85.5267486,2011,"Slope","PROB",3.39344262295082,0.2,19.42,111.42,27.189045324619,"Poor"
"207473",NA,46.26335328,-85.93147845,2016,"Flats","PROB",5.46511627906977,0.24,0,7.84,63.8674943478877,"Good"
"5513",NA,46.26335328,-85.93147845,2011,"Riverine","PROB",5.15151515151515,1,0,82.68,49.5129848743321,"Fair"
"5514",NA,44.10458187,-84.90982227,2011,"Riverine","PROB",5.27586206896552,3.2,0,76.78,51.8368377051647,"Fair"
"4024",NA,46.19511,-89.29469,2011,"Lacustrine","REF",7.71428571428571,90,0,1,97.716639544345,"Good"
"5638",NA,46.59842,-88.13,2011,"Lacustrine","REF",5.55172413793103,67,0,68.5,71.1639078420559,"Good"
"5104",NA,46.64517,-86.19832,2011,"Depression","REF",5.77272727272727,75,0,47.52,78.1013239531742,"Good"
"3918",NA,44.89849,-85.96871,2011,"Flats","REF",4.0625,21,0.06,40.36,54.9547925200565,"Fair"
"3917",NA,44.74903,-86.06079,2011,"Slope","REF",4.62222222222222,26,0,56.74,56.9571347190388,"Fair"
"4070",NA,48.108,-88.674,2011,"Depression","REF",5.90384615384615,44,0,112.56,60.0784302862112,"Fair"
"2015522",NA,41.998093,-86.165407,2021,"Depression","PROB",4.22058823529412,6.02,0.04,59.3,48.9427272179952,"Fair"
"206316",NA,41.99842024,-86.16540957,2016,"Depression","PROB",4.2258064516129,5.6,0.04,102.22,41.640185544144,"Fair"
"2016441",NA,45.17343,-84.05855,2021,"Flats","PROB",4.22641509433962,24.6,22.22,85.88,41.9379944008433,"Fair"
"211562",NA,45.17343436,-84.05858732,2016,"Flats","PROB",4.30188679245283,25,0.2,79.06,50.8924531558455,"Fair"
"207710",NA,46.04820355,-84.35440565,2016,"Depression","PROB",4.14473684210526,20.8,0.06,79.3,48.855906256986,"Fair"
"207302",NA,45.5983147,-87.31734091,2016,"Depression","PROB",4.125,2.42,0.08,79.78,43.9726310569592,"Fair"
"211190",NA,44.14381986,-86.3173258,2016,"Depression","PROB",3.82978723404255,4,0,124.72,35.0023229640514,"Poor"
"202362",NA,46.8126,-89.602278,2016,"Depression","REF",3.58333333333333,0.04,3.02,45.44,44.8265850789545,"Fair"
"202733",NA,46.48963,-86.10806,2016,"Riverine","REF",3.78947368421053,0.02,0,120.14,34.5117231344647,"Poor"
"202198",NA,46.665403,-88.170299,2016,"Riverine","REF",3.75,4.8,0,16.7,52.9026220608737,"Fair"
"2016373",NA,46.42656562,-87.8536248,2021,"Depression","PROB",3.91836734693878,95.2,0.44,64.44,68.7481022316427,"Good"
"2016612",NA,46.18453285,-85.2773091,2021,"Depression","PROB",7.53846153846154,100,0,2.02,99.8460745632178,"Good"
"2016607",NA,45.97540994,-86.70200452,2021,"Depression","PROB",4.32203389830508,12.2,0,66.04,50.0210741795297,"Fair"
"2016595",NA,46.05151383,-86.92563685,2021,"Riverine","PROB",4.31111111111111,0.86,11.24,48.54,46.3233146592747,"Fair"
"2015807",NA,42.221,-86.212,2021,"Depression","REF",4.61538461538461,85,0.86,6.22,80.1421644271291,"Good"
"2015842",NA,41.934,-86.207,2021,"Depression","REF",3.72222222222222,7.2,25.28,64.38,37.0032907168177,"Poor"
"2016359",NA,46.33787181,-87.92199849,2021,"Depression","PROB",4.96491228070175,98,0.8,47.98,78.6014449623979,"Good"
"2015558",NA,42.46860825,-85.93732212,2021,"Depression","PROB",1.83870967741935,0.8,5.72,98.76,31.5422672732997,"Poor"
"2016125",NA,44.01275007,-84.91548983,2021,"Depression","PROB",3.53409090909091,2.62,3.08,75.52,40.0918979220817,"Poor"
"2016606",NA,46.16337,-84.12969,2021,"Depression","REF",5,36,0,48.96,63.151969658508,"Good"
"2016350",NA,46.66867039,-89.71994063,2021,"Depression","PROB",3.76363636363636,4.2,6.2,138.02,30.3657835868032,"Poor"
"2016615",NA,45.97386,-84.06101,2021,"Lacustrine","REF",4.71698113207547,86,0.04,55.14,73.0571733990659,"Good"
"2016450",NA,45.11327575,-84.17976933,2021,"Depression","PROB",4.37837837837838,3.2,7.42,50.96,48.1831124480242,"Fair"
"2016675",NA,45.82623735,-87.68325882,2021,"Depression","PROB",5.40909090909091,99.6,0,19.46,86.6700715614048,"Good"
"5871",NA,46.81048931,-93.14851728,2011,"Flats","PROB",5.32835820895522,27,0,51.34,62.4982509484968,"Good"
"204251",NA,45.12936302,-93.8239321,2016,"Flats","PROB",3.75,0.62,72.62,119.26,10.7029652919415,"Poor"
"5869",NA,45.12936302,-93.8239321,2011,"Flats","PROB",3,0.02,33.8,34.9,32.8706898049381,"Poor"
"5873",NA,47.88139102,-90.56111485,2011,"Riverine","PROB",5.18181818181818,6.8,0.62,90.24,49.6986970244998,"Fair"
"205272",NA,47.44227021,-92.83921312,2016,"Flats","PROB",7.69230769230769,100,0,0.08,100,"Good"
"5876",NA,47.44227021,-92.83921312,2011,"Flats","PROB",7.77777777777778,100,0,1.22,99.9808014225458,"Good"
"5878",NA,45.85260342,-94.58520521,2011,"Depression","PROB",4.39240506329114,8.2,28.04,87.8,36.5609854798376,"Poor"
"209080",NA,47.55232638,-95.58586757,2016,"Depression","PROB",3.93333333333333,0,13,18.5,48.2433542380701,"Fair"
"5910",NA,47.55232638,-95.58586757,2011,"Depression","PROB",4.57142857142857,0,10.02,16.32,53.5454341120797,"Fair"
"5882",NA,47.96105302,-93.63516699,2011,"Flats","PROB",6.29268292682927,93.8,0,14.1,91.7331272998112,"Good"
"207790",NA,47.96105303,-93.63516699,2016,"Flats","PROB",6.6,72,0,23.7,86.4783830681838,"Good"
"5883",NA,46.59056752,-95.62185967,2011,"Depression","PROB",2.65789473684211,0.2,76.3,142.02,0.90992883735469,"Poor"
"5888",NA,46.05053768,-92.94901057,2011,"Flats","PROB",7.91666666666667,100,0,0,100,"Good"
"5890",NA,45.20368509,-92.91925419,2011,"Depression","PROB",4.15044247787611,19,16.14,98.46,39.9225733688592,"Poor"
"5894",NA,48.12189153,-95.13415244,2011,"Flats","PROB",6.13559322033898,78,0,47.86,81.0563383389206,"Good"
"5895",NA,47.57609578,-94.51528939,2011,"Flats","PROB",6.28813559322034,100,0,31.4,90.1085971403537,"Good"
"204363",NA,48.46242007,-95.14854739,2016,"Flats","PROB",5.97222222222222,70,0,50.98,77.4839692356312,"Good"
"5897",NA,48.46242007,-95.14854739,2011,"Flats","PROB",5.88888888888889,53,0,76.28,68.3840170190207,"Good"
"5900",NA,48.40682295,-93.63881003,2011,"Flats","PROB",6.59375,97.8,0,2.68,96.5397982055788,"Good"
"5904",NA,45.65363979,-93.23111357,2011,"Slope","PROB",4.42307692307692,1.24,37.02,162.72,21.4625256610158,"Poor"
"205183",NA,48.60055926,-94.65191038,2016,"Flats","PROB",4.54022988505747,12.9,22.88,98.9,38.4988248254279,"Poor"
"5906",NA,48.60055926,-94.65191038,2011,"Flats","PROB",4.65,28,1.84,133.64,44.0825855505041,"Fair"
"5643",NA,46.55181,-92.73373,2011,"Riverine","REF",5.38461538461539,0.04,1.04,16.94,61.4433143889074,"Good"
"4456",NA,47.18543,-95.1847,2011,"Depression","REF",5.78947368421053,1.8,0.02,0.5,67.4023871527988,"Good"
"204361",NA,45.44573816,-92.65208819,2016,"Riverine","PROB",4.53191489361702,4.2,8.8,75.36,44.8265060335122,"Fair"
"2015886",NA,45.44573817,-92.65208819,2021,"Riverine","PROB",4.18292682926829,18,4.04,92.42,44.8632386906145,"Fair"
"2015519",NA,47.11343731,-93.84047667,2021,"Slope","PROB",6.71428571428571,50,0,1.04,85.3979010669168,"Good"
"204362",NA,47.11343731,-93.84047667,2016,"Slope","PROB",5.64705882352941,100,0,3.18,90.8869603485361,"Good"
"204481",NA,45.98877774,-94.3957911,2016,"Depression","PROB",4.60869565217391,1.04,75.8,96.7,18.8872036942193,"Poor"
"2015702",NA,45.98877774,-94.3957911,2021,"Depression","PROB",4.39130434782609,14,72.6,87.12,23.4998831533545,"Poor"
"2015950",NA,46.72768542,-94.87240891,2021,"Flats","PROB",5.96774193548387,50,4.2,5.34,78.6766982635667,"Good"
"208992",NA,46.72768542,-94.87240891,2016,"Slope","PROB",5.78260869565217,10.8,5.62,6.68,66.8692612116539,"Good"
"205140",NA,48.21229854,-95.14114448,2016,"Depression","PROB",5.62857142857143,100,0,34.94,85.423698022829,"Good"
"204070",NA,45.03118742,-92.89648876,2016,"Depression","PROB",3.73684210526316,0.42,68.1,87.46,17.4113252743497,"Poor"
"2015689",NA,45.03118742,-92.89648876,2021,"Depression","PROB",3.2,1.24,29.28,63.6,31.0673554455903,"Poor"
"204551",NA,48.47586712,-94.57685172,2016,"Depression","PROB",5.11627906976744,16,0.02,51.94,58.2789348900002,"Fair"
"2016514",NA,48.47586712,-94.57685172,2021,"Flats","PROB",5.51162790697674,14,0.02,59.38,58.9682556579537,"Fair"
"204091",NA,45.38343867,-93.12902906,2016,"Depression","PROB",4.33333333333333,0.24,24.22,71.34,38.1981444156006,"Poor"
"2016335",NA,45.38343867,-93.12902906,2021,"Flats","PROB",4.27586206896552,0.02,26.22,59.54,39.1159012737097,"Poor"
"205410",NA,48.23935409,-93.92774242,2016,"Depression","PROB",5.68493150684932,8.62,0,91.84,53.2146376088331,"Fair"
"206030",NA,47.50629049,-91.44798687,2016,"Depression","PROB",8.1,99.6,0,0,100,"Good"
"2016592",NA,47.50629049,-91.44798687,2021,"Flats","PROB",8.46153846153846,100,0,0,100,"Good"
"207711",NA,47.5035825,-93.78313417,2016,"Depression","PROB",7.58333333333333,97.8,0,0,99.6999593165175,"Good"
"203820",NA,46.30608278,-94.9827496,2016,"Riverine","PROB",4.175,0.12,84.36,96.16,15.7977014273382,"Poor"
"203601",NA,45.92632931,-94.20063608,2016,"Depression","PROB",4.89090909090909,0.6,0.1,57.58,51.9899344714981,"Fair"
"206190",NA,46.75785957,-93.59091601,2016,"Depression","PROB",4.78723404255319,37,1,155.34,44.6498533465786,"Fair"
"2016534",NA,46.75785957,-93.59091601,2021,"Flats","PROB",4.77586206896552,1.6,0,102.12,44.0629579663518,"Fair"
"204250",NA,48.44642016,-95.32554533,2016,"Depression","PROB",4.62295081967213,33,0.02,180.52,42.9364044888941,"Fair"
"208091",NA,48.33737771,-93.37313267,2016,"Depression","PROB",5.6271186440678,76.6,0.6,55.76,76.0206477962574,"Good"
"208366",NA,47.61831,-91.85736,2016,"Depression","REF",6.28205128205128,81,0,108.72,72.4777223229287,"Good"
"208634",NA,48.51253,-93.18879,2016,"Depression","REF",7.94117647058824,99.8,0,0,100,"Good"
"204980",NA,48.25375,-95.06031,2016,"Flats","REF",6.60869565217391,95.2,0,45.8,88.7095641364513,"Good"
"206031",NA,47.11961,-93.88004,2016,"Depression","REF",6.65625,88,0,1.58,94.6206307892233,"Good"
"205592",NA,47.7564,-91.60881,2016,"Depression","REF",6.33333333333333,89.4,0,17.7,90.2600583585954,"Good"
"205593",NA,47.27588,-93.78709,2016,"Riverine","REF",5.21428571428571,0,0,0.52,63.3855978501456,"Good"
"209770",NA,47.2233,-94.6787,2016,"Lacustrine","REF",5.31578947368421,63.2,0,45.96,72.5310116035757,"Good"
"209960",NA,45.93042,-92.64251,2016,"Riverine","REF",5.29411764705882,0.04,0,82.12,50.2472060840802,"Fair"
"2016376",NA,44.97644024,-92.96979774,2021,"Depression","PROB",4.6,0,0,37.08,53.519222640025,"Fair"
"2016007",NA,47.81251649,-92.4959091,2021,"Flats","PROB",6.13461538461539,71.8,0,34.52,81.7203620273394,"Good"
"2016142",NA,45.95555926,-95.35094798,2021,"Depression","PROB",5.94117647058824,72,0,11.74,84.4084081540988,"Good"
"2016439",NA,45.45601122,-95.0951593,2021,"Depression","PROB",4.25806451612903,0.6,87,90.28,17.4249231286388,"Poor"
"2015937",NA,47.46582165,-95.49545378,2021,"Flats","PROB",6.17142857142857,97.4,18,18.92,85.1698358737834,"Good"
"2015470",NA,45.86507021,-92.95375716,2021,"Flats","PROB",5.48,30,0.02,35.2,66.9126573044698,"Good"
"2015988",NA,45.98121743,-93.1690339,2021,"Flats","PROB",5.1,2.4,0,41.34,56.5116259962331,"Fair"
"2016222",NA,48.85966274,-96.30735407,2021,"Flats","PROB",5.34375,3.8,20.62,24.06,54.5124804522645,"Fair"
"2015669",NA,44.42643243,-93.94718632,2021,"Riverine","PROB",4,3.4,98.2,105.12,14.0379219186515,"Poor"
"2016034",NA,46.61962263,-92.72699793,2021,"Flats","PROB",5.88636363636364,57,0,58.28,72.4168040143077,"Good"
"2016347",NA,46.94420589,-93.37275414,2021,"Flats","PROB",6.42553191489362,99,0,32.96,90.6976192501088,"Good"
"2015492",NA,46.86336304,-93.28492202,2021,"Flats","PROB",6.25,84,0,7.58,90.0746903204237,"Good"
"2016498",NA,48.21764466,-93.60448951,2021,"Flats","PROB",6.91111111111111,99,0,11.32,97.3521558104773,"Good"
"2016361",NA,46.61229591,-94.40793101,2021,"Flats","PROB",5.08450704225352,1.64,10.8,75.22,46.9674934979007,"Fair"
"2016554",NA,48.6122376,-95.46578635,2021,"Flats","PROB",4.86301369863014,1.62,0.02,101.86,44.645522551857,"Fair"
"2016438",NA,46.0517436,-95.553505,2021,"Depression","PROB",2.8,0,93.42,101.38,7.60954053866951,"Poor"
"2015537",NA,45.81022613,-93.03400655,2021,"Flats","PROB",4.88235294117647,1.42,0.02,7.06,60.679687764737,"Fair"
"2015721",NA,46.65919254,-95.1407409,2021,"Flats","PROB",4.73584905660377,12,0.6,33.86,57.7577316266367,"Fair"
"2016504",NA,48.37417182,-95.06768809,2021,"Flats","PROB",5.20689655172414,1.86,0,108.84,45.6694075282226,"Fair"
"2015911",NA,47.6459622,-95.56058546,2021,"Lacustrine","PROB",4.19607843137255,0,58.6,79.66,24.5869364474533,"Poor"
"204553",NA,45.15872257,-71.11477873,2016,"Flats","PROB",5.76923076923077,98.4,0,21.62,88.3913900142495,"Good"
"5601",NA,45.15872257,-71.11477873,2011,"Flats","PROB",5.6,84,0,52,78.5645383183381,"Good"
"203941",NA,44.62418921,-71.44528876,2016,"Riverine","PROB",4.07246376811594,0.86,0,118.12,36.8197928169423,"Poor"
"5602",NA,44.62418921,-71.44528876,2011,"Flats","PROB",3.92982456140351,0,0.4,158.72,30.1237693636968,"Poor"
"5605",NA,43.43778379,-71.84640206,2011,"Riverine","PROB",3.66666666666667,0.4,3.02,107.38,35.003491105214,"Poor"
"5607",NA,43.43069561,-71.82252277,2011,"Riverine","PROB",3.84722222222222,0,3,132.66,31.7702759239693,"Poor"
"5608",NA,43.04554328,-71.19349076,2011,"Riverine","PROB",4.60606060606061,0.4,0,51.26,51.2704683300901,"Fair"
"4813",NA,43.48258835,-71.00705812,2011,"Riverine","PROB",3.98571428571429,1.4,0,119.32,36.2172368097473,"Poor"
"4500",NA,43.0692293,-70.71791109,2011,"Riverine","PROB",3.82857142857143,2,15.8,171.6,24.9437903881446,"Poor"
"5210",NA,44.83369,-71.15708,2011,"Flats","REF",5.15384615384615,64,0,52.1,70.6964905263792,"Good"
"5212",NA,43.76189,-71.12144,2011,"Flats","REF",5.52941176470588,90,0,8.64,86.9547781027822,"Good"
"3693",NA,42.78701,-71.94591,2011,"Riverine","REF",5.28571428571429,69,0,33.48,75.9210864502669,"Good"
"204260",NA,45.17658358,-71.08201422,2016,"Depression","PROB",4.15789473684211,4.2,0,17.9,55.076566633028,"Fair"
"2016063",NA,45.17659,-71.08201,2021,"Depression","PROB",3.97777777777778,47,0,105.8,50.0397136967161,"Fair"
"206530",NA,43.21013394,-71.03372676,2016,"Riverine","PROB",4.26190476190476,7,1.62,62.2,48.4404267306347,"Fair"
"212710",NA,43.9306,-72.062,2016,"Slope","REF",4.33802816901408,8.6,0,44.84,52.7751083712633,"Fair"
"2015803",NA,43.42323732,-71.14985272,2021,"Riverine","PROB",5,21,0,90.08,52.4129326041026,"Fair"
"2016354",NA,43.52137714,-71.55092627,2021,"Riverine","PROB",3.5625,1,2.4,93,37.1357734653911,"Poor"
"2015924",NA,42.91875236,-71.00364506,2021,"Flats","PROB",4.28571428571429,2,1.6,158,32.444173135708,"Poor"
"2015722",NA,43.04204855,-71.92933164,2021,"Riverine","PROB",3.88461538461538,0,2.33333333333333,150.666666666667,29.2081676706175,"Poor"
"199230",NA,41.14987343,-74.35922291,2016,"Riverine","PROB",4.64516129032258,8,3.62,67.72,49.4836933773584,"Fair"
"2016050",NA,41.149793,-74.358186,2021,"Riverine","PROB",3.90361445783133,2.6,5.8,68.64,42.6423302853501,"Fair"
"2016028",NA,40.9512048,-74.41375658,2021,"Riverine","PROB",3.58571428571429,5.8,88.64,160.34,4.42898771810682,"Poor"
"4369",NA,44.8902448,-74.99987549,2011,"Flats","PROB",3.32530120481928,0,15.06,63.38,36.2389296572661,"Poor"
"204991",NA,43.77856756,-75.44644128,2016,"Riverine","PROB",3.69565217391304,0,87.7,95.68,12.8764790718352,"Poor"
"4372",NA,43.77856756,-75.44644128,2011,"Flats","PROB",4.09090909090909,0,63.42,75.02,23.1324152794384,"Poor"
"4373",NA,43.60753468,-76.13258105,2011,"Lacustrine","PROB",3.54237288135593,2.22,17.12,54.98,38.8867339433492,"Poor"
"4474",NA,43.76602637,-75.41068626,2011,"Riverine","PROB",4.05,0,69.8,78.82,20.142227738237,"Poor"
"4472",NA,44.11419236,-74.3775049,2011,"Riverine","PROB",3.82857142857143,0.06,0.04,107.3,36.913487578364,"Poor"
"4471",NA,43.22363395,-78.04488079,2011,"Flats","PROB",2.13559322033898,0.64,53.06,149.62,7.3791706274074,"Poor"
"4469",NA,43.77110005,-75.42470923,2011,"Flats","PROB",4.09523809523809,0,27.6,63.48,36.8740683328861,"Poor"
"4467",NA,43.76634492,-75.41222605,2011,"Riverine","PROB",4.66666666666667,0,29,57.34,40.9903882239875,"Poor"
"4388",NA,44.08433,-75.32777,2011,"Flats","REF",6.16,98,0,2.56,93.9219831859739,"Good"
"4390",NA,44.37851,-74.68353,2011,"Depression","REF",5.11764705882353,95,0,22.82,83.2855149363605,"Good"
"4392",NA,44.1197,-75.92458,2011,"Flats","REF",5.23809523809524,11.6,0.06,20.7,63.163233821716,"Good"
"4384",NA,44.0555,-75.34264,2011,"Riverine","REF",4.60655737704918,0,0,80.16,46.3048313851416,"Fair"
"4385",NA,41.88046,-74.38261,2011,"Flats","REF",7.125,59,0,6.42,88.9392916457015,"Good"
"201303",NA,43.11916865,-76.59042661,2016,"Depression","PROB",3.95384615384615,5.6,0.96,76.82,43.9295065871839,"Fair"
"2015732",NA,43.119169,-76.590427,2021,"Depression","PROB",4.31034482758621,5,14.56,67.82,43.0332939612624,"Fair"
"201160",NA,43.17477092,-77.01933302,2016,"Flats","PROB",4.59701492537313,21,0.36,39.24,58.3583569467967,"Fair"
"204992",NA,43.94964654,-75.23688229,2016,"Depression","PROB",5.17647058823529,43,0,34.94,68.386926690651,"Good"
"201073",NA,42.77884656,-78.61228045,2016,"Depression","PROB",2.94366197183099,1.26,35.58,78.78,25.2112643463367,"Poor"
"205181",NA,44.33476856,-75.82878386,2016,"Depression","PROB",4.57894736842105,11.8,57,82.92,29.9375922727866,"Poor"
"200572",NA,43.77516192,-73.68763041,2016,"Slope","PROB",4.67857142857143,76,0,54.64,70.3736978123162,"Good"
"211340",NA,44.7395,-74.0619,2016,"Lacustrine","REF",4.7,94,0,108.64,65.9893653743799,"Good"
"204105",NA,43.52746,-74.551981,2016,"Riverine","REF",4.03846153846154,3,0,121.6,36.5670878636089,"Poor"
"203876",NA,44.5657,-73.4297,2016,"Riverine","REF",5.0625,0,0,124.22,41.7112032589223,"Fair"
"2016092",NA,44.01443927,-74.04371112,2021,"Slope","PROB",5.21428571428571,64.6,0,37.98,73.6016561484095,"Good"
"2015712",NA,43.10877359,-78.76910283,2021,"Flats","PROB",3.74137931034483,6.8,0.58,38.14,49.5564418133305,"Fair"
"2015893",NA,42.27127264,-73.52574186,2021,"Depression","PROB",3.81818181818182,0.44,0.86,39.8,48.0438096320495,"Fair"
"2016135",NA,43.54973574,-76.21044128,2021,"Riverine","PROB",3.96428571428571,0.02,23.52,40.84,41.2209252420648,"Poor"
"3986",NA,40.82559058,-81.43189717,2011,"Depression","PROB",5.33333333333333,0.26,0,49.78,55.9925828192548,"Fair"
"3454",NA,40.9991539,-82.01442268,2011,"Depression","PROB",4.375,0,98.6,103.8,15.7203759666916,"Poor"
"200377",NA,40.7325257,-81.97442367,2016,"Riverine","PROB",4.02380952380952,2.4,97.68,169.76,6.28027887006643,"Poor"
"3878",NA,40.7325257,-81.97442367,2011,"Depression","PROB",4.26666666666667,1.02,38.82,124.86,24.1720342268045,"Poor"
"200823",NA,41.12319239,-81.35869646,2016,"Depression","PROB",4.96551724137931,81,0.02,19.5,79.3351796271528,"Good"
"2016093",NA,41.123079,-81.358286,2021,"Depression","PROB",4.65625,60,75,112.34,31.8028538843334,"Poor"
"2016132",NA,40.77457481,-82.09048977,2021,"Depression","PROB",2.98412698412698,0.22,22.24,118.1,22.7088669185777,"Poor"
"2016082",NA,41.14246862,-81.01631045,2021,"Depression","PROB",4.70149253731343,1.82,1.3,56.58,50.8999830872773,"Fair"
